source_id,source_text,target_id,target_text,rank
ID.IM-04,"ID.IM-04: Cybersecurity plans that affect operations are communicated, maintained, and improved (formerly PR.IP-09)",17.4,"Establish and maintain a documented incident response process that addresses roles and responsibilities, compliance requirements, and a communication plan. Review annually, or when significant enterprise changes occur that could impact this Safeguard.",5
PR.AA-01,"PR.AA-01: Identities and credentials for authorized users, services, and hardware are managed by the organization (formerly PR.AC-01)",5.1,"Establish and maintain an inventory of all accounts managed in the enterprise. The inventory must at a minimum include user, administrator accounts, and service accounts. The inventory, at a minimum, should contain the persons name, username, start/stop dates, and department. Validate that all active accounts are authorized, on a recurring schedule at a minimum quarterly, or more frequently.",1
PR.AA-01,"PR.AA-01: Identities and credentials for authorized users, services, and hardware are managed by the organization (formerly PR.AC-01)",12.7,Require users to authenticate to enterprise-managed VPN and authentication services prior to accessing enterprise resources on end-user devices.,2
PR.AA-01,"PR.AA-01: Identities and credentials for authorized users, services, and hardware are managed by the organization (formerly PR.AC-01)",5.6,Centralize account management through a directory or identity service.,3
PR.AA-01,"PR.AA-01: Identities and credentials for authorized users, services, and hardware are managed by the organization (formerly PR.AC-01)",6.6,"Establish and maintain an inventory of the enterprises authentication and authorization systems, including those hosted on-site or at a remote service provider. Review and update the inventory, at a minimum, annually, or more frequently.",4
PR.AA-01,"PR.AA-01: Identities and credentials for authorized users, services, and hardware are managed by the organization (formerly PR.AC-01)",8.12,"Collect service provider logs, where supported. Example implementations include collecting authentication and authorization events, data creation and disposal events, and user management events.",5
PR.AA-02,PR.AA-02: Identities are proofed and bound to credentials based on the context of interactions (formerly PR.AC-06),5.6,Centralize account management through a directory or identity service.,1
PR.AA-02,PR.AA-02: Identities are proofed and bound to credentials based on the context of interactions (formerly PR.AC-06),14.3,"Train workforce members on authentication best practices. Example topics include MFA, password composition, and credential management.",2
PR.AA-02,PR.AA-02: Identities are proofed and bound to credentials based on the context of interactions (formerly PR.AC-06),12.7,Require users to authenticate to enterprise-managed VPN and authentication services prior to accessing enterprise resources on end-user devices.,3
PR.AA-02,PR.AA-02: Identities are proofed and bound to credentials based on the context of interactions (formerly PR.AC-06),12.5,Centralize network AAA.,4
PR.AA-02,PR.AA-02: Identities are proofed and bound to credentials based on the context of interactions (formerly PR.AC-06),16.11,"Leverage vetted modules or services for application security components, such as identity management, encryption, and auditing and logging. Using platform features in critical security functions will reduce developers workload and minimize the likelihood of design or implementation errors. Modern operating systems provide effective mechanisms for identification, authentication, and authorization and make those mechanisms available to applications. Use only standardized, currently accepted, and extensively reviewed encryption algorithms. Operating systems also provide mechanisms to create and maintain secure audit logs.",5
PR.AA-03,"PR.AA-03: Users, services, and hardware are authenticated (formerly PR.AC-03, PR.AC-07)",12.7,Require users to authenticate to enterprise-managed VPN and authentication services prior to accessing enterprise resources on end-user devices.,1
PR.AA-03,"PR.AA-03: Users, services, and hardware are authenticated (formerly PR.AC-03, PR.AC-07)",16.13,"Conduct application penetration testing. For critical applications, authenticated penetration testing is better suited to finding business logic vulnerabilities than code scanning and automated security testing. Penetration testing relies on the skill of the tester to manually manipulate an application as an authenticated and unauthenticated user.",2
PR.AA-03,"PR.AA-03: Users, services, and hardware are authenticated (formerly PR.AC-03, PR.AC-07)",7.5,"Perform automated vulnerability scans of internal enterprise assets on a quarterly, or more frequent, basis. Conduct both authenticated and unauthenticated scans.",3
PR.AA-03,"PR.AA-03: Users, services, and hardware are authenticated (formerly PR.AC-03, PR.AC-07)",4.1,"Establish and maintain a documented secure configuration process for enterprise assets (end-user devices, including portable and mobile, non-computing/IoT devices, and servers) and software (operating systems and applications). Review and update documentation annually, or when significant enterprise changes occur that could impact this Safeguard.",4
PR.AA-03,"PR.AA-03: Users, services, and hardware are authenticated (formerly PR.AC-03, PR.AC-07)",4.1,"Establish and maintain a documented secure configuration process for enterprise assets (end-user devices, including portable and mobile, non-computing/IoT devices, and servers) and software (operating systems and applications). Review and update documentation annually, or when significant enterprise changes occur that could impact this Safeguard.",5
PR.AA-04,"PR.AA-04: Identity assertions are protected, conveyed, and verified",9.5,"To lower the chance of spoofed or modified emails from valid domains, implement DMARC policy and verification, starting with implementing the Sender Policy Framework (SPF) and the DomainKeys Identified Mail (DKIM) standards.",1
PR.AA-04,"PR.AA-04: Identity assertions are protected, conveyed, and verified",11.3,"Protect recovery data with equivalent controls to the original data. Reference encryption or data separation, based on requirements.",2
PR.AA-04,"PR.AA-04: Identity assertions are protected, conveyed, and verified",16.11,"Leverage vetted modules or services for application security components, such as identity management, encryption, and auditing and logging. Using platform features in critical security functions will reduce developers workload and minimize the likelihood of design or implementation errors. Modern operating systems provide effective mechanisms for identification, authentication, and authorization and make those mechanisms available to applications. Use only standardized, currently accepted, and extensively reviewed encryption algorithms. Operating systems also provide mechanisms to create and maintain secure audit logs.",3
PR.AA-04,"PR.AA-04: Identity assertions are protected, conveyed, and verified",5.6,Centralize account management through a directory or identity service.,4
PR.AA-04,"PR.AA-04: Identity assertions are protected, conveyed, and verified",12.7,Require users to authenticate to enterprise-managed VPN and authentication services prior to accessing enterprise resources on end-user devices.,5
PR.AA-05,"PR.AA-05: Access permissions, entitlements, and authorizations are defined in a policy, managed, enforced, and reviewed, and incorporate the principles of least privilege and separation of duties (formerly PR.AC-01, PR.AC-03, PR.AC-04)",3.3,"Configure data access control lists based on a users need to know. Apply data access control lists, also known as access permissions, to local and remote file systems, databases, and applications.",1
PR.AA-05,"PR.AA-05: Access permissions, entitlements, and authorizations are defined in a policy, managed, enforced, and reviewed, and incorporate the principles of least privilege and separation of duties (formerly PR.AC-01, PR.AC-03, PR.AC-04)",6.8,"Define and maintain role-based access control, through determining and documenting the access rights necessary for each role within the enterprise to successfully carry out its assigned duties. Perform access control reviews of enterprise assets to validate that all privileges are authorized, on a recurring schedule at a minimum annually, or more frequently.",2
PR.AA-05,"PR.AA-05: Access permissions, entitlements, and authorizations are defined in a policy, managed, enforced, and reviewed, and incorporate the principles of least privilege and separation of duties (formerly PR.AC-01, PR.AC-03, PR.AC-04)",6.6,"Establish and maintain an inventory of the enterprises authentication and authorization systems, including those hosted on-site or at a remote service provider. Review and update the inventory, at a minimum, annually, or more frequently.",3
PR.AA-05,"PR.AA-05: Access permissions, entitlements, and authorizations are defined in a policy, managed, enforced, and reviewed, and incorporate the principles of least privilege and separation of duties (formerly PR.AC-01, PR.AC-03, PR.AC-04)",6.7,"Centralize access control for all enterprise assets through a directory service or SSO provider, where supported.",4
PR.AA-05,"PR.AA-05: Access permissions, entitlements, and authorizations are defined in a policy, managed, enforced, and reviewed, and incorporate the principles of least privilege and separation of duties (formerly PR.AC-01, PR.AC-03, PR.AC-04)",8.12,"Collect service provider logs, where supported. Example implementations include collecting authentication and authorization events, data creation and disposal events, and user management events.",5
PR.AA-06,"PR.AA-06: Physical access to assets is managed, monitored, and enforced commensurate with risk (formerly PR.AC-02, PR.PT-04)",13.5,"Manage access control for assets remotely connecting to enterprise resources. Determine amount of access to enterprise resources based on: up-to-date anti-malware software installed, configuration compliance with the enterprises secure configuration process, and ensuring the operating system and applications are up-to-date.",1
PR.AA-06,"PR.AA-06: Physical access to assets is managed, monitored, and enforced commensurate with risk (formerly PR.AC-02, PR.PT-04)",6.2,"Establish and follow a process, preferably automated, for revoking access to enterprise assets, through disabling accounts immediately upon termination, rights revocation, or role change of a user. Disabling accounts, instead of deleting accounts, may be necessary to preserve audit trails.",2
PR.AA-06,"PR.AA-06: Physical access to assets is managed, monitored, and enforced commensurate with risk (formerly PR.AC-02, PR.PT-04)",6.1,"Establish and follow a documented process, preferably automated, for granting access to enterprise assets upon new hire or role change of a user.",3
PR.AA-06,"PR.AA-06: Physical access to assets is managed, monitored, and enforced commensurate with risk (formerly PR.AC-02, PR.PT-04)",6.7,"Centralize access control for all enterprise assets through a directory service or SSO provider, where supported.",4
PR.AA-06,"PR.AA-06: Physical access to assets is managed, monitored, and enforced commensurate with risk (formerly PR.AC-02, PR.PT-04)",13.2,"Deploy a host-based intrusion detection solution on enterprise assets, where appropriate and/or supported.",5
PR.AT-01,"PR.AT-01: Users are provided awareness and training so they possess the knowledge and skills to perform general tasks with security risks in mind (formerly PR.AT-01, PR.AT-03, RS.CO-01)",14.9,"Conduct role-specific security awareness and skills training. Example implementations include secure system administration courses for IT professionals, OWASP Top 10 vulnerability awareness and prevention training for web application developers, and advanced social engineering awareness training for high-profile roles.",1
PR.AT-01,"PR.AT-01: Users are provided awareness and training so they possess the knowledge and skills to perform general tasks with security risks in mind (formerly PR.AT-01, PR.AT-03, RS.CO-01)",14.1,"Establish and maintain a security awareness program. The purpose of a security awareness program is to educate the enterprises workforce on how to interact with enterprise assets and data in a secure manner. Conduct training at hire and, at a minimum, annually. Review and update content annually, or when significant enterprise changes occur that could impact this Safeguard.",2
PR.AT-01,"PR.AT-01: Users are provided awareness and training so they possess the knowledge and skills to perform general tasks with security risks in mind (formerly PR.AT-01, PR.AT-03, RS.CO-01)",16.9,"Ensure that all software development personnel receive training in writing secure code for their specific development environment and responsibilities. Training can include general security principles and application security standard practices. Conduct training at least annually and design in a way to promote security within the development team, and build a culture of security among the developers.",3
PR.AT-01,"PR.AT-01: Users are provided awareness and training so they possess the knowledge and skills to perform general tasks with security risks in mind (formerly PR.AT-01, PR.AT-03, RS.CO-01)",14.8,"Train workforce members on the dangers of connecting to, and transmitting data over, insecure networks for enterprise activities. If the enterprise has remote workers, training must include guidance to ensure that all users securely configure their home network infrastructure.",4
PR.AT-01,"PR.AT-01: Users are provided awareness and training so they possess the knowledge and skills to perform general tasks with security risks in mind (formerly PR.AT-01, PR.AT-03, RS.CO-01)",16.14,"Conduct threat modeling. Threat modeling is the process of identifying and addressing application security design flaws within a design, before code is created. It is conducted through specially trained individuals who evaluate the application design and gauge security risks for each entry point and access level. The goal is to map out the application, architecture, and infrastructure in a structured way to understand its weaknesses.",5
PR.AT-02,"PR.AT-02: Individuals in specialized roles are provided awareness and training so they possess the knowledge and skills to perform relevant tasks with security risks in mind (formerly PR.AT-02, PR.AT-03, PR.AT-04, PR.AT-05)",14.9,"Conduct role-specific security awareness and skills training. Example implementations include secure system administration courses for IT professionals, OWASP Top 10 vulnerability awareness and prevention training for web application developers, and advanced social engineering awareness training for high-profile roles.",1
PR.AT-02,"PR.AT-02: Individuals in specialized roles are provided awareness and training so they possess the knowledge and skills to perform relevant tasks with security risks in mind (formerly PR.AT-02, PR.AT-03, PR.AT-04, PR.AT-05)",14.1,"Establish and maintain a security awareness program. The purpose of a security awareness program is to educate the enterprises workforce on how to interact with enterprise assets and data in a secure manner. Conduct training at hire and, at a minimum, annually. Review and update content annually, or when significant enterprise changes occur that could impact this Safeguard.",2
PR.AT-02,"PR.AT-02: Individuals in specialized roles are provided awareness and training so they possess the knowledge and skills to perform relevant tasks with security risks in mind (formerly PR.AT-02, PR.AT-03, PR.AT-04, PR.AT-05)",16.9,"Ensure that all software development personnel receive training in writing secure code for their specific development environment and responsibilities. Training can include general security principles and application security standard practices. Conduct training at least annually and design in a way to promote security within the development team, and build a culture of security among the developers.",3
PR.AT-02,"PR.AT-02: Individuals in specialized roles are provided awareness and training so they possess the knowledge and skills to perform relevant tasks with security risks in mind (formerly PR.AT-02, PR.AT-03, PR.AT-04, PR.AT-05)",16.14,"Conduct threat modeling. Threat modeling is the process of identifying and addressing application security design flaws within a design, before code is created. It is conducted through specially trained individuals who evaluate the application design and gauge security risks for each entry point and access level. The goal is to map out the application, architecture, and infrastructure in a structured way to understand its weaknesses.",4
PR.AT-02,"PR.AT-02: Individuals in specialized roles are provided awareness and training so they possess the knowledge and skills to perform relevant tasks with security risks in mind (formerly PR.AT-02, PR.AT-03, PR.AT-04, PR.AT-05)",14.8,"Train workforce members on the dangers of connecting to, and transmitting data over, insecure networks for enterprise activities. If the enterprise has remote workers, training must include guidance to ensure that all users securely configure their home network infrastructure.",5
PR.DS-01,"PR.DS-01: The confidentiality, integrity, and availability of data-at-rest are protected (formerly PR.DS-01, PR-DS.05, PR.DS-06, PR.PT-02)",3.11,"Encrypt sensitive data at rest on servers, applications, and databases. Storage-layer encryption, also known as server-side encryption, meets the minimum requirement of this Safeguard. Additional encryption methods may include application-layer encryption, also known as client-side encryption, where access to the data storage device(s) does not permit access to the plain-text data.",1
PR.DS-01,"PR.DS-01: The confidentiality, integrity, and availability of data-at-rest are protected (formerly PR.DS-01, PR-DS.05, PR.DS-06, PR.PT-02)",3.11,"Encrypt sensitive data at rest on servers, applications, and databases. Storage-layer encryption, also known as server-side encryption, meets the minimum requirement of this Safeguard. Additional encryption methods may include application-layer encryption, also known as client-side encryption, where access to the data storage device(s) does not permit access to the plain-text data.",2
PR.DS-01,"PR.DS-01: The confidentiality, integrity, and availability of data-at-rest are protected (formerly PR.DS-01, PR-DS.05, PR.DS-06, PR.PT-02)",11.3,"Protect recovery data with equivalent controls to the original data. Reference encryption or data separation, based on requirements.",3
PR.DS-01,"PR.DS-01: The confidentiality, integrity, and availability of data-at-rest are protected (formerly PR.DS-01, PR-DS.05, PR.DS-06, PR.PT-02)",3.7,"Establish and maintain an overall data classification scheme for the enterprise. Enterprises may use labels, such as Sensitive, Confidential, and Public, and classify their data according to those labels. Review and update the classification scheme annually, or when significant enterprise changes occur that could impact this Safeguard.",4
PR.DS-01,"PR.DS-01: The confidentiality, integrity, and availability of data-at-rest are protected (formerly PR.DS-01, PR-DS.05, PR.DS-06, PR.PT-02)",15.3,"Classify service providers. Classification consideration may include one or more characteristics, such as data sensitivity, data volume, availability requirements, applicable regulations, inherent risk, and mitigated risk. Update and review classifications annually, or when significant enterprise changes occur that could impact this Safeguard.",5
PR.DS-02,"PR.DS-02: The confidentiality, integrity, and availability of data-in-transit are protected (formerly PR.DS-02, PR.DS-05)",3.1,Encrypt sensitive data in transit. Example implementations can include: Transport Layer Security (TLS) and Open Secure Shell (OpenSSH).,1
PR.DS-02,"PR.DS-02: The confidentiality, integrity, and availability of data-in-transit are protected (formerly PR.DS-02, PR.DS-05)",11.3,"Protect recovery data with equivalent controls to the original data. Reference encryption or data separation, based on requirements.",2
PR.DS-02,"PR.DS-02: The confidentiality, integrity, and availability of data-in-transit are protected (formerly PR.DS-02, PR.DS-05)",15.3,"Classify service providers. Classification consideration may include one or more characteristics, such as data sensitivity, data volume, availability requirements, applicable regulations, inherent risk, and mitigated risk. Update and review classifications annually, or when significant enterprise changes occur that could impact this Safeguard.",3
PR.DS-02,"PR.DS-02: The confidentiality, integrity, and availability of data-in-transit are protected (formerly PR.DS-02, PR.DS-05)",3.7,"Establish and maintain an overall data classification scheme for the enterprise. Enterprises may use labels, such as Sensitive, Confidential, and Public, and classify their data according to those labels. Review and update the classification scheme annually, or when significant enterprise changes occur that could impact this Safeguard.",4
PR.DS-02,"PR.DS-02: The confidentiality, integrity, and availability of data-in-transit are protected (formerly PR.DS-02, PR.DS-05)",3.14,"Log sensitive data access, including modification and disposal.",5
PR.DS-09,"PR.DS-09: Data is managed throughout its life cycle, including destruction (formerly PR.IP-06)",14.4,"Train workforce members on how to identify and properly store, transfer, archive, and destroy sensitive data. This also includes training workforce members on clear screen and desk best practices, such as locking their screen when they step away from their enterprise asset, erasing physical and virtual whiteboards at the end of meetings, and storing data and assets securely.",1
PR.DS-09,"PR.DS-09: Data is managed throughout its life cycle, including destruction (formerly PR.IP-06)",3.14,"Log sensitive data access, including modification and disposal.",2
PR.DS-09,"PR.DS-09: Data is managed throughout its life cycle, including destruction (formerly PR.IP-06)",11.3,"Protect recovery data with equivalent controls to the original data. Reference encryption or data separation, based on requirements.",3
PR.DS-09,"PR.DS-09: Data is managed throughout its life cycle, including destruction (formerly PR.IP-06)",3.5,Securely dispose of data as outlined in the enterprises documented data management process. Ensure the disposal process and method are commensurate with the data sensitivity.,4
PR.DS-09,"PR.DS-09: Data is managed throughout its life cycle, including destruction (formerly PR.IP-06)",3.4,Retain data according to the enterprises documented data management process. Data retention must include both minimum and maximum timelines.,5
PR.DS-10,"PR.DS-10: The confidentiality, integrity, and availability of data-in-use are protected (formerly PR.DS-05)",11.3,"Protect recovery data with equivalent controls to the original data. Reference encryption or data separation, based on requirements.",1
PR.DS-10,"PR.DS-10: The confidentiality, integrity, and availability of data-in-use are protected (formerly PR.DS-05)",3.7,"Establish and maintain an overall data classification scheme for the enterprise. Enterprises may use labels, such as Sensitive, Confidential, and Public, and classify their data according to those labels. Review and update the classification scheme annually, or when significant enterprise changes occur that could impact this Safeguard.",2
PR.DS-10,"PR.DS-10: The confidentiality, integrity, and availability of data-in-use are protected (formerly PR.DS-05)",15.3,"Classify service providers. Classification consideration may include one or more characteristics, such as data sensitivity, data volume, availability requirements, applicable regulations, inherent risk, and mitigated risk. Update and review classifications annually, or when significant enterprise changes occur that could impact this Safeguard.",3
PR.DS-10,"PR.DS-10: The confidentiality, integrity, and availability of data-in-use are protected (formerly PR.DS-05)",3.1,"Establish and maintain a documented data management process. In the process, address data sensitivity, data owner, handling of data, data retention limits, and disposal requirements, based on sensitivity and retention standards for the enterprise. Review and update documentation annually, or when significant enterprise changes occur that could impact this Safeguard.",4
PR.DS-10,"PR.DS-10: The confidentiality, integrity, and availability of data-in-use are protected (formerly PR.DS-05)",3.1,"Establish and maintain a documented data management process. In the process, address data sensitivity, data owner, handling of data, data retention limits, and disposal requirements, based on sensitivity and retention standards for the enterprise. Review and update documentation annually, or when significant enterprise changes occur that could impact this Safeguard.",5
PR.DS-11,"PR.DS-11: Backups of data are created, protected, maintained, and tested (formerly PR.IP-04)",11.1,"Establish and maintain a documented data recovery process. In the process, address the scope of data recovery activities, recovery prioritization, and the security of backup data. Review and update documentation annually, or when significant enterprise changes occur that could impact this Safeguard.",1
PR.DS-11,"PR.DS-11: Backups of data are created, protected, maintained, and tested (formerly PR.IP-04)",11.3,"Protect recovery data with equivalent controls to the original data. Reference encryption or data separation, based on requirements.",2
PR.DS-11,"PR.DS-11: Backups of data are created, protected, maintained, and tested (formerly PR.IP-04)",11.4,"Establish and maintain an isolated instance of recovery data. Example implementations include, version controlling backup destinations through offline, cloud, or off-site systems or services.",3
PR.DS-11,"PR.DS-11: Backups of data are created, protected, maintained, and tested (formerly PR.IP-04)",11.5,"Test backup recovery quarterly, or more frequently, for a sampling of in-scope enterprise assets.",4
PR.DS-11,"PR.DS-11: Backups of data are created, protected, maintained, and tested (formerly PR.IP-04)",11.2,"Perform automated backups of in-scope enterprise assets. Run backups weekly, or more frequently, based on the sensitivity of the data.",5
PR.PS-01,"PR.PS-01: Configuration management practices are applied (formerly PR.IP-01, PR.IP-03, PR.PT-02, PR.PT-03)",4.1,"Establish and maintain a documented secure configuration process for enterprise assets (end-user devices, including portable and mobile, non-computing/IoT devices, and servers) and software (operating systems and applications). Review and update documentation annually, or when significant enterprise changes occur that could impact this Safeguard.",1
PR.PS-01,"PR.PS-01: Configuration management practices are applied (formerly PR.IP-01, PR.IP-03, PR.PT-02, PR.PT-03)",4.1,"Establish and maintain a documented secure configuration process for enterprise assets (end-user devices, including portable and mobile, non-computing/IoT devices, and servers) and software (operating systems and applications). Review and update documentation annually, or when significant enterprise changes occur that could impact this Safeguard.",2
PR.PS-01,"PR.PS-01: Configuration management practices are applied (formerly PR.IP-01, PR.IP-03, PR.PT-02, PR.PT-03)",4.1,"Establish and maintain a documented secure configuration process for enterprise assets (end-user devices, including portable and mobile, non-computing/IoT devices, and servers) and software (operating systems and applications). Review and update documentation annually, or when significant enterprise changes occur that could impact this Safeguard.",3
PR.PS-01,"PR.PS-01: Configuration management practices are applied (formerly PR.IP-01, PR.IP-03, PR.PT-02, PR.PT-03)",4.6,"Securely manage enterprise assets and software. Example implementations include managing configuration through version-controlled Infrastructure-as-Code (IaC) and accessing administrative interfaces over secure network protocols, such as Secure Shell (SSH) and Hypertext Transfer Protocol Secure (HTTPS). Do not use insecure management protocols, such as Telnet (Teletype Network) and HTTP, unless operationally essential.",4
PR.PS-01,"PR.PS-01: Configuration management practices are applied (formerly PR.IP-01, PR.IP-03, PR.PT-02, PR.PT-03)",4.2,"Establish and maintain a documented secure configuration process for network devices. Review and update documentation annually, or when significant enterprise changes occur that could impact this Safeguard.",5
PR.PS-02,"PR.PS-02: Software is maintained, replaced, and removed commensurate with risk (formerly PR.IP-12, PR.MA-02)",2.3,"Ensure that unauthorized software is either removed from use on enterprise assets or receives a documented exception. Review monthly, or more frequently.",1
PR.PS-02,"PR.PS-02: Software is maintained, replaced, and removed commensurate with risk (formerly PR.IP-12, PR.MA-02)",2.2,"Ensure that only currently supported software is designated as authorized in the software inventory for enterprise assets. If software is unsupported, yet necessary for the fulfillment of the enterprises mission, document an exception detailing mitigating controls and residual risk acceptance. For any unsupported software without an exception documentation, designate as unauthorized. Review the software list to verify software support at least monthly, or more frequently.",2
PR.PS-02,"PR.PS-02: Software is maintained, replaced, and removed commensurate with risk (formerly PR.IP-12, PR.MA-02)",10.1,Deploy and maintain anti-malware software on all enterprise assets.,3
PR.PS-02,"PR.PS-02: Software is maintained, replaced, and removed commensurate with risk (formerly PR.IP-12, PR.MA-02)",10.1,Deploy and maintain anti-malware software on all enterprise assets.,4
PR.PS-02,"PR.PS-02: Software is maintained, replaced, and removed commensurate with risk (formerly PR.IP-12, PR.MA-02)",4.1,"Establish and maintain a documented secure configuration process for enterprise assets (end-user devices, including portable and mobile, non-computing/IoT devices, and servers) and software (operating systems and applications). Review and update documentation annually, or when significant enterprise changes occur that could impact this Safeguard.",5
PR.PS-03,"PR.PS-03: Hardware is maintained, replaced, and removed commensurate with risk (formerly PR.MA-01)",7.2,"Establish and maintain a risk-based remediation strategy documented in a remediation process, with monthly, or more frequent, reviews.",1
PR.PS-03,"PR.PS-03: Hardware is maintained, replaced, and removed commensurate with risk (formerly PR.MA-01)",7.2,"Establish and maintain a risk-based remediation strategy documented in a remediation process, with monthly, or more frequent, reviews.",2
PR.PS-03,"PR.PS-03: Hardware is maintained, replaced, and removed commensurate with risk (formerly PR.MA-01)",2.3,"Ensure that unauthorized software is either removed from use on enterprise assets or receives a documented exception. Review monthly, or more frequently.",3
PR.PS-03,"PR.PS-03: Hardware is maintained, replaced, and removed commensurate with risk (formerly PR.MA-01)",16.4,"Establish and manage an updated inventory of third-party components used in development, often referred to as a bill of materials, as well as components slated for future use. This inventory is to include any risks that each third-party component could pose. Evaluate the list at least monthly to identify any changes or updates to these components, and validate that the component is still supported.",4
PR.PS-03,"PR.PS-03: Hardware is maintained, replaced, and removed commensurate with risk (formerly PR.MA-01)",3.5,Securely dispose of data as outlined in the enterprises documented data management process. Ensure the disposal process and method are commensurate with the data sensitivity.,5
PR.PS-04,PR.PS-04: Log records are generated and made available for continuous monitoring (formerly PR.PT-01),8.2,"Collect audit logs. Ensure that logging, per the enterprises audit log management process, has been enabled across enterprise assets.",1
PR.PS-04,PR.PS-04: Log records are generated and made available for continuous monitoring (formerly PR.PT-01),3.14,"Log sensitive data access, including modification and disposal.",2
PR.PS-04,PR.PS-04: Log records are generated and made available for continuous monitoring (formerly PR.PT-01),8.3,Ensure that logging destinations maintain adequate storage to comply with the enterprises audit log management process.,3
PR.PS-04,PR.PS-04: Log records are generated and made available for continuous monitoring (formerly PR.PT-01),8.1,Retain audit logs across enterprise assets for a minimum of 90 days.,4
PR.PS-04,PR.PS-04: Log records are generated and made available for continuous monitoring (formerly PR.PT-01),8.12,"Collect service provider logs, where supported. Example implementations include collecting authentication and authorization events, data creation and disposal events, and user management events.",5
PR.PS-05,PR.PS-05: Installation and execution of unauthorized software are prevented,2.7,"Use technical controls, such as digital signatures and version control, to ensure that only authorized scripts, such as specific .ps1, and .py files are allowed to execute. Block unauthorized scripts from executing. Reassess bi-annually, or more frequently.",1
PR.PS-05,PR.PS-05: Installation and execution of unauthorized software are prevented,2.3,"Ensure that unauthorized software is either removed from use on enterprise assets or receives a documented exception. Review monthly, or more frequently.",2
PR.PS-05,PR.PS-05: Installation and execution of unauthorized software are prevented,2.2,"Ensure that only currently supported software is designated as authorized in the software inventory for enterprise assets. If software is unsupported, yet necessary for the fulfillment of the enterprises mission, document an exception detailing mitigating controls and residual risk acceptance. For any unsupported software without an exception documentation, designate as unauthorized. Review the software list to verify software support at least monthly, or more frequently.",3
PR.PS-05,PR.PS-05: Installation and execution of unauthorized software are prevented,10.5,"Enable anti-exploitation features on enterprise assets and software, where possible, such as Microsoft Data Execution Prevention (DEP), Windows Defender Exploit Guard (WDEG), or Apple System Integrity Protection (SIP) and GatekeeperTM.",4
PR.PS-05,PR.PS-05: Installation and execution of unauthorized software are prevented,2.6,"Use technical controls to ensure that only authorized software libraries, such as specific .dll, .ocx,  and .so files, are allowed to load into a system process. Block unauthorized libraries from loading into a system process. Reassess bi-annually, or more frequently.",5
PR.PS-06,PR.PS-06: Secure software development practices are integrated and their performance is monitored throughout the software development life cycle,16.9,"Ensure that all software development personnel receive training in writing secure code for their specific development environment and responsibilities. Training can include general security principles and application security standard practices. Conduct training at least annually and design in a way to promote security within the development team, and build a culture of security among the developers.",1
PR.PS-06,PR.PS-06: Secure software development practices are integrated and their performance is monitored throughout the software development life cycle,16.1,"Establish and maintain a secure application development process. In the process, address such items as: secure application design standards, secure coding practices, developer training, vulnerability management, security of third-party code, and application security testing procedures. Review and update documentation annually, or when significant enterprise changes occur that could impact this Safeguard.",2
PR.PS-06,PR.PS-06: Secure software development practices are integrated and their performance is monitored throughout the software development life cycle,16.1,"Establish and maintain a secure application development process. In the process, address such items as: secure application design standards, secure coding practices, developer training, vulnerability management, security of third-party code, and application security testing procedures. Review and update documentation annually, or when significant enterprise changes occur that could impact this Safeguard.",3
PR.PS-06,PR.PS-06: Secure software development practices are integrated and their performance is monitored throughout the software development life cycle,16.12,Apply static and dynamic analysis tools within the application life cycle to verify that secure coding practices are being followed.,4
PR.PS-06,PR.PS-06: Secure software development practices are integrated and their performance is monitored throughout the software development life cycle,4.1,"Establish and maintain a documented secure configuration process for enterprise assets (end-user devices, including portable and mobile, non-computing/IoT devices, and servers) and software (operating systems and applications). Review and update documentation annually, or when significant enterprise changes occur that could impact this Safeguard.",5
PR.IR-01,"PR.IR-01: Networks and environments are protected from unauthorized logical access and usage (formerly PR.AC-03, PR.AC-05, PR.DS-07, PR.PT-04)",12.8,"Establish and maintain dedicated computing resources, either physically or logically separated, for all administrative tasks or tasks requiring administrative access. The computing resources should be segmented from the enterprise's primary network and not be allowed internet access.",1
PR.IR-01,"PR.IR-01: Networks and environments are protected from unauthorized logical access and usage (formerly PR.AC-03, PR.AC-05, PR.DS-07, PR.PT-04)",12.6,"Use secure network management and communication protocols (e.g., 802.1X, Wi-Fi Protected Access 2 (WPA2) Enterprise or greater).",2
PR.IR-01,"PR.IR-01: Networks and environments are protected from unauthorized logical access and usage (formerly PR.AC-03, PR.AC-05, PR.DS-07, PR.PT-04)",13.3,"Deploy a network intrusion detection solution on enterprise assets, where appropriate. Example implementations include the use of a Network Intrusion Detection System (NIDS) or equivalent cloud service provider (CSP) service.",3
PR.IR-01,"PR.IR-01: Networks and environments are protected from unauthorized logical access and usage (formerly PR.AC-03, PR.AC-05, PR.DS-07, PR.PT-04)",2.3,"Ensure that unauthorized software is either removed from use on enterprise assets or receives a documented exception. Review monthly, or more frequently.",4
PR.IR-01,"PR.IR-01: Networks and environments are protected from unauthorized logical access and usage (formerly PR.AC-03, PR.AC-05, PR.DS-07, PR.PT-04)",1.2,"Ensure that a process exists to address unauthorized assets on a weekly basis. The enterprise may choose to remove the asset from the network, deny the asset from connecting remotely to the network, or quarantine the asset.",5
PR.IR-02,PR.IR-02: The organization's technology assets are protected from environmental threats (formerly PR.IP-05),13.2,"Deploy a host-based intrusion detection solution on enterprise assets, where appropriate and/or supported.",1
